ILSVRC2012_val_00003798.JPEG,846
ILSVRC2012_val_00019280.JPEG,426
ILSVRC2012_val_00031843.JPEG,897
ILSVRC2012_val_00046955.JPEG,570
ILSVRC2012_val_00018089.JPEG,828
ILSVRC2012_val_00017648.JPEG,18
ILSVRC2012_val_00016456.JPEG,562
ILSVRC2012_val_00037683.JPEG,887
ILSVRC2012_val_00031301.JPEG,828
ILSVRC2012_val_00017790.JPEG,77
ILSVRC2012_val_00022995.JPEG,894
ILSVRC2012_val_00009991.JPEG,143
ILSVRC2012_val_00028576.JPEG,785
ILSVRC2012_val_00019346.JPEG,799
ILSVRC2012_val_00018839.JPEG,302
ILSVRC2012_val_00013838.JPEG,526
ILSVRC2012_val_00022937.JPEG,46
ILSVRC2012_val_00037090.JPEG,311
ILSVRC2012_val_00008624.JPEG,255
ILSVRC2012_val_00007462.JPEG,236
ILSVRC2012_val_00024320.JPEG,765
ILSVRC2012_val_00045360.JPEG,588
ILSVRC2012_val_00014191.JPEG,751
ILSVRC2012_val_00012876.JPEG,591
ILSVRC2012_val_00018012.JPEG,915
ILSVRC2012_val_00024625.JPEG,370
ILSVRC2012_val_00014683.JPEG,70
ILSVRC2012_val_00007882.JPEG,73
ILSVRC2012_val_00002222.JPEG,201
ILSVRC2012_val_00009897.JPEG,527
ILSVRC2012_val_00036133.JPEG,533
ILSVRC2012_val_00008775.JPEG,67
ILSVRC2012_val_00015734.JPEG,543
ILSVRC2012_val_00027467.JPEG,562
ILSVRC2012_val_00003719.JPEG,541
ILSVRC2012_val_00049530.JPEG,934
ILSVRC2012_val_00006864.JPEG,478
ILSVRC2012_val_00033767.JPEG,28
ILSVRC2012_val_00037284.JPEG,672
ILSVRC2012_val_00045800.JPEG,743
ILSVRC2012_val_00045197.JPEG,477
ILSVRC2012_val_00020261.JPEG,907
ILSVRC2012_val_00037688.JPEG,38
ILSVRC2012_val_00012186.JPEG,537
ILSVRC2012_val_00028756.JPEG,536
ILSVRC2012_val_00014263.JPEG,544
ILSVRC2012_val_00012683.JPEG,263
ILSVRC2012_val_00040492.JPEG,348
ILSVRC2012_val_00039180.JPEG,835
ILSVRC2012_val_00000398.JPEG,853
ILSVRC2012_val_00001516.JPEG,843
ILSVRC2012_val_00002275.JPEG,578
ILSVRC2012_val_00036993.JPEG,713
ILSVRC2012_val_00041986.JPEG,683
ILSVRC2012_val_00005304.JPEG,598
ILSVRC2012_val_00021669.JPEG,950
ILSVRC2012_val_00013967.JPEG,478
ILSVRC2012_val_00033780.JPEG,369
ILSVRC2012_val_00014700.JPEG,174
ILSVRC2012_val_00010125.JPEG,201
ILSVRC2012_val_00045802.JPEG,761
ILSVRC2012_val_00021927.JPEG,46
ILSVRC2012_val_00038080.JPEG,954
ILSVRC2012_val_00016205.JPEG,845
ILSVRC2012_val_00035990.JPEG,364
ILSVRC2012_val_00011138.JPEG,199
ILSVRC2012_val_00036196.JPEG,319
ILSVRC2012_val_00014829.JPEG,481
ILSVRC2012_val_00022246.JPEG,511
ILSVRC2012_val_00033339.JPEG,871
ILSVRC2012_val_00045254.JPEG,886
ILSVRC2012_val_00025657.JPEG,468
ILSVRC2012_val_00009537.JPEG,404
ILSVRC2012_val_00039703.JPEG,472
ILSVRC2012_val_00043373.JPEG,670
ILSVRC2012_val_00009787.JPEG,410
ILSVRC2012_val_00001998.JPEG,706
ILSVRC2012_val_00005939.JPEG,109
ILSVRC2012_val_00039308.JPEG,6
ILSVRC2012_val_00008179.JPEG,369
ILSVRC2012_val_00035518.JPEG,325
ILSVRC2012_val_00023182.JPEG,103
ILSVRC2012_val_00017398.JPEG,301
ILSVRC2012_val_00037448.JPEG,439
ILSVRC2012_val_00028546.JPEG,343
ILSVRC2012_val_00007663.JPEG,552
ILSVRC2012_val_00034122.JPEG,994
ILSVRC2012_val_00036255.JPEG,480
ILSVRC2012_val_00035489.JPEG,143
ILSVRC2012_val_00036704.JPEG,98
ILSVRC2012_val_00015162.JPEG,807
ILSVRC2012_val_00021142.JPEG,639
ILSVRC2012_val_00027872.JPEG,50
ILSVRC2012_val_00040608.JPEG,22
ILSVRC2012_val_00045941.JPEG,721
ILSVRC2012_val_00020516.JPEG,491
ILSVRC2012_val_00007946.JPEG,325
ILSVRC2012_val_00011295.JPEG,66
ILSVRC2012_val_00037446.JPEG,473
ILSVRC2012_val_00011701.JPEG,232
ILSVRC2012_val_00048968.JPEG,915
ILSVRC2012_val_00015464.JPEG,173
ILSVRC2012_val_00022092.JPEG,375
ILSVRC2012_val_00004070.JPEG,517
ILSVRC2012_val_00006213.JPEG,23
ILSVRC2012_val_00007761.JPEG,56
ILSVRC2012_val_00042535.JPEG,799
ILSVRC2012_val_00021825.JPEG,430
ILSVRC2012_val_00000550.JPEG,796
ILSVRC2012_val_00046854.JPEG,654
ILSVRC2012_val_00010708.JPEG,743
ILSVRC2012_val_00005781.JPEG,21
ILSVRC2012_val_00029086.JPEG,304
ILSVRC2012_val_00021710.JPEG,711
ILSVRC2012_val_00020442.JPEG,162
ILSVRC2012_val_00040990.JPEG,247
ILSVRC2012_val_00045516.JPEG,687
ILSVRC2012_val_00044324.JPEG,673
ILSVRC2012_val_00044059.JPEG,216
ILSVRC2012_val_00031057.JPEG,767
ILSVRC2012_val_00001407.JPEG,360
ILSVRC2012_val_00032281.JPEG,498
ILSVRC2012_val_00017470.JPEG,206
ILSVRC2012_val_00038127.JPEG,825
ILSVRC2012_val_00019397.JPEG,952
ILSVRC2012_val_00033737.JPEG,263
ILSVRC2012_val_00004312.JPEG,602
ILSVRC2012_val_00035755.JPEG,774
ILSVRC2012_val_00029543.JPEG,527
ILSVRC2012_val_00024586.JPEG,548
ILSVRC2012_val_00040298.JPEG,153
ILSVRC2012_val_00019098.JPEG,415
ILSVRC2012_val_00035398.JPEG,202
ILSVRC2012_val_00021761.JPEG,726
ILSVRC2012_val_00041846.JPEG,436
ILSVRC2012_val_00026957.JPEG,881
ILSVRC2012_val_00009429.JPEG,514
ILSVRC2012_val_00035447.JPEG,856
ILSVRC2012_val_00021150.JPEG,176
ILSVRC2012_val_00023346.JPEG,221
ILSVRC2012_val_00007189.JPEG,561
ILSVRC2012_val_00012422.JPEG,543
ILSVRC2012_val_00022274.JPEG,771
ILSVRC2012_val_00026461.JPEG,517
ILSVRC2012_val_00036164.JPEG,714
ILSVRC2012_val_00018539.JPEG,995
ILSVRC2012_val_00026963.JPEG,434
ILSVRC2012_val_00015337.JPEG,541
ILSVRC2012_val_00011411.JPEG,743
ILSVRC2012_val_00047236.JPEG,246
ILSVRC2012_val_00006343.JPEG,343
ILSVRC2012_val_00037717.JPEG,76
ILSVRC2012_val_00047472.JPEG,85
ILSVRC2012_val_00013824.JPEG,685
ILSVRC2012_val_00027150.JPEG,569
ILSVRC2012_val_00016839.JPEG,731
ILSVRC2012_val_00043555.JPEG,630
ILSVRC2012_val_00028851.JPEG,332
ILSVRC2012_val_00026586.JPEG,938
ILSVRC2012_val_00005050.JPEG,55
ILSVRC2012_val_00032522.JPEG,241
ILSVRC2012_val_00020214.JPEG,947
ILSVRC2012_val_00004150.JPEG,608
ILSVRC2012_val_00046148.JPEG,382
ILSVRC2012_val_00019032.JPEG,508
ILSVRC2012_val_00013107.JPEG,288
ILSVRC2012_val_00003757.JPEG,593
ILSVRC2012_val_00030788.JPEG,557
ILSVRC2012_val_00006298.JPEG,718
ILSVRC2012_val_00049391.JPEG,766
ILSVRC2012_val_00001109.JPEG,233
ILSVRC2012_val_00035364.JPEG,733
ILSVRC2012_val_00049050.JPEG,423
ILSVRC2012_val_00042018.JPEG,886
ILSVRC2012_val_00016955.JPEG,989
ILSVRC2012_val_00019388.JPEG,683
ILSVRC2012_val_00018109.JPEG,645
ILSVRC2012_val_00048255.JPEG,359
ILSVRC2012_val_00024008.JPEG,340
ILSVRC2012_val_00011926.JPEG,447
ILSVRC2012_val_00007627.JPEG,412
ILSVRC2012_val_00009861.JPEG,826
ILSVRC2012_val_00047741.JPEG,794
ILSVRC2012_val_00015125.JPEG,925
ILSVRC2012_val_00012492.JPEG,172
ILSVRC2012_val_00023344.JPEG,80
ILSVRC2012_val_00025492.JPEG,28
ILSVRC2012_val_00012541.JPEG,333
ILSVRC2012_val_00008304.JPEG,619
ILSVRC2012_val_00040863.JPEG,459
ILSVRC2012_val_00028786.JPEG,247
ILSVRC2012_val_00046029.JPEG,54
ILSVRC2012_val_00004325.JPEG,237
ILSVRC2012_val_00025531.JPEG,687
ILSVRC2012_val_00020441.JPEG,296
ILSVRC2012_val_00002311.JPEG,138
ILSVRC2012_val_00004118.JPEG,72
ILSVRC2012_val_00020518.JPEG,260
ILSVRC2012_val_00009913.JPEG,930
ILSVRC2012_val_00048574.JPEG,64
ILSVRC2012_val_00009278.JPEG,835
ILSVRC2012_val_00019709.JPEG,52
ILSVRC2012_val_00018003.JPEG,313
ILSVRC2012_val_00042015.JPEG,308
ILSVRC2012_val_00028640.JPEG,611
ILSVRC2012_val_00003026.JPEG,224
ILSVRC2012_val_00041405.JPEG,751
ILSVRC2012_val_00011796.JPEG,591
ILSVRC2012_val_00011148.JPEG,874
ILSVRC2012_val_00041785.JPEG,876
ILSVRC2012_val_00038438.JPEG,171
ILSVRC2012_val_00006330.JPEG,231
ILSVRC2012_val_00024676.JPEG,382
ILSVRC2012_val_00001077.JPEG,787
ILSVRC2012_val_00006690.JPEG,391
ILSVRC2012_val_00032828.JPEG,533
ILSVRC2012_val_00027740.JPEG,33
ILSVRC2012_val_00012542.JPEG,388
ILSVRC2012_val_00020402.JPEG,852
ILSVRC2012_val_00045244.JPEG,663
